Id,Consumption,Temperature,Time,DailySeasonality,WeeklySeasonality
410,5087.964890666671,23.5,410,26,122
411,5103.79322133333,24.15,411,27,123
412,5166.393626666671,24.8,412,28,124
413,5176.862026,25.5,413,29,125
414,5233.216092000001,26.2,414,30,126
415,5246.879458666671,26.05,415,31,127
416,5259.71712466667,25.9,416,32,128
417,5204.186266,25.85,417,33,129
418,5013.62693933333,25.8,418,34,130
419,4842.871299333329,25.0,419,35,131
420,4676.324026666671,24.2,420,36,132
421,4523.054382666671,23.15,421,37,133
422,4421.615786666671,22.1,422,38,134
423,4387.23666133333,21.35,423,39,135
424,4472.48717933333,20.6,424,40,136
425,4407.372436,20.4,425,41,137
426,4232.3387873333295,20.2,426,42,138
427,4040.1395686666706,19.9,427,43,139
428,3935.3895119999997,19.6,428,44,140
429,3891.0886386666707,19.15,429,45,141
430,4276.53851133333,18.7,430,46,142
431,4230.393039333329,18.5,431,47,143
432,4019.8970740000004,18.3,432,0,144
433,3863.7790659999996,18.5,433,1,145
434,4062.9425546666707,18.7,434,2,146
435,3971.4981686666706,18.65,435,3,147
436,3707.3345640000002,18.6,436,4,148
437,3534.0038266666706,18.75,437,5,149
438,3427.99489266667,18.9,438,6,150
439,3417.65982466667,19.0,439,7,151
440,3439.42517266667,19.1,440,8,152
441,3569.2190219999998,19.2,441,9,153
442,3816.0295886666704,19.3,442,10,154
443,4042.3067013333293,19.4,443,11,155
444,4349.458332666671,19.5,444,12,156
445,4660.1289846666705,19.8,445,13,157
446,4660.76301333333,20.1,446,14,158
447,4757.55190133333,20.7,447,15,159
448,4873.276168666671,21.3,448,16,160
449,4843.690607333329,20.15,449,17,161
450,4860.801550666671,19.0,450,18,162
451,4910.351779333329,20.95,451,19,163
452,4949.56783266667,22.9,452,20,164
453,4980.01697333333,23.6,453,21,165
454,5001.964197333329,24.3,454,22,166
455,4978.791752,25.0,455,23,167
456,5035.622427333329,25.7,456,24,168
457,5072.89322266667,26.5,457,25,169
458,5122.12392533333,27.3,458,26,170
459,5131.020446666671,27.75,459,27,171
460,5121.662252,28.2,460,28,172
461,5134.995232666671,27.8,461,29,173
462,5114.4608100000005,27.4,462,30,174
463,5129.652253333329,27.15,463,31,175
464,5124.482777333329,26.9,464,32,176
465,5047.32565333333,26.5,465,33,177
466,4863.413163333329,26.1,466,34,178
467,4686.494032,25.4,467,35,179
468,4458.809384,24.7,468,36,180
469,4313.752496,24.05,469,37,181
470,4232.959587333329,23.4,470,38,182
471,4264.48000666667,22.05,471,39,183
472,4330.767854,20.7,472,40,184
473,4227.59040533333,20.05,473,41,185
474,4059.8841406666706,19.4,474,42,186
475,3944.0540873333293,19.15,475,43,187
476,3852.2386253333293,18.9,476,44,188
477,3796.9265233333294,18.4,477,45,189
478,4220.416403333329,17.9,478,46,190
479,4178.507162,17.6,479,47,191
480,4024.6986006666707,17.3,480,0,192
481,3864.4161426666706,17.05,481,1,193
482,4079.6030920000003,16.8,482,2,194
483,3977.5594159999996,16.55,483,3,195
484,3736.9481233333295,16.3,484,4,196
485,3569.2653479999994,16.0,485,5,197
486,3419.08350133333,15.7,486,6,198
487,3368.7893073333303,15.55,487,7,199
488,3418.1513659999996,15.4,488,8,200
489,3498.868582,15.35,489,9,201
490,3739.0377020000005,15.3,490,10,202
491,3925.3669546666706,14.55,491,11,203
492,4271.38970333333,13.8,492,12,204
493,4543.23850933333,14.45,493,13,205
494,4530.954937333329,15.1,494,14,206
495,4550.571838,14.75,495,15,207
496,4638.458468,14.4,496,16,208
497,4653.1861533333295,15.25,497,17,209
498,4665.397664,16.1,498,18,210
499,4689.79406466667,17.35,499,19,211
500,4727.2038026666705,18.6,500,20,212
501,4746.020418,19.2,501,21,213
502,4690.75229666667,19.8,502,22,214
503,4699.69157,19.75,503,23,215
504,4679.391193333329,19.7,504,24,216
505,4678.13123266667,19.0,505,25,217
506,4665.635312666671,18.3,506,26,218
507,4619.698256000001,18.65,507,27,219
508,4585.29931733333,19.0,508,28,220
509,4512.05959866667,18.5,509,29,221
510,4522.92033,18.0,510,30,222
511,4529.808312,17.6,511,31,223
512,4537.39294133333,17.2,512,32,224
513,4498.017215999999,17.15,513,33,225
514,4375.21268,17.1,514,34,226
515,4234.394806666671,16.75,515,35,227
516,4107.519476666671,16.4,516,36,228
517,4017.3427100000004,16.3,517,37,229
518,3978.9830446666706,16.2,518,38,230
519,4020.9673926666705,16.2,519,39,231
520,4019.4620273333294,16.2,520,40,232
521,3928.2096086666706,15.65,521,41,233
522,3819.7465939999997,15.1,522,42,234
523,3690.8451253333296,15.05,523,43,235
524,3656.7375886666705,15.0,524,44,236
525,3609.956778,15.05,525,45,237
526,4048.0008706666704,15.1,526,46,238
527,4038.3668086666707,14.9,527,47,239
528,3906.3788053333296,14.7,528,0,240
529,3732.2287020000003,14.25,529,1,241
530,3979.2752593333294,13.8,530,2,242
531,3808.6680100000003,13.75,531,3,243
532,3628.5307686666706,13.7,532,4,244
533,3434.00788333333,13.25,533,5,245
534,3295.75462266667,12.8,534,6,246
535,3190.71712266667,12.6,535,7,247
536,3181.95737733333,12.4,536,8,248
537,3190.50285666667,12.5,537,9,249
538,3271.914346,12.6,538,10,250
539,3348.62564266667,12.45,539,11,251
540,3464.3656746666697,12.3,540,12,252
541,3610.4308353333295,13.0,541,13,253
542,3611.4960426666707,13.7,542,14,254
543,3697.0131426666703,14.8,543,15,255
544,3783.6167613333296,15.9,544,16,256
545,3841.882326,16.7,545,17,257
546,3873.190034,17.5,546,18,258
547,3873.5572446666706,17.95,547,19,259
548,3864.0844833333294,18.4,548,20,260
549,3833.1019840000004,18.5,549,21,261
550,3809.838634,18.6,550,22,262
551,3818.1741700000002,17.75,551,23,263
552,3794.7561153333295,16.9,552,24,264
553,3755.340668,16.75,553,25,265
554,3695.2646986666705,16.6,554,26,266
555,3673.5917773333294,16.05,555,27,267
556,3623.4123046666705,15.5,556,28,268
557,3611.7889586666706,15.55,557,29,269
558,3580.53464,15.6,558,30,270
559,3648.5548573333294,16.35,559,31,271
560,3656.8792406666707,17.1,560,32,272
561,3679.8025146666705,16.95,561,33,273
562,3634.4641986666707,16.8,562,34,274
563,3592.9499746666706,16.35,563,35,275
564,3545.7762479999997,15.9,564,36,276
565,3511.92996066667,15.2,565,37,277
566,3517.3664659999995,14.5,566,38,278
567,3573.38592,14.7,567,39,279
568,3638.6188526666706,14.9,568,40,280
569,3624.738292,13.95,569,41,281
570,3554.8510340000003,13.0,570,42,282
571,3487.8817700000004,13.05,571,43,283
572,3436.00718066667,13.1,572,44,284
573,3459.932712,12.45,573,45,285
574,3821.3695333333294,11.8,574,46,286
575,3832.3364186666704,11.6,575,47,287
576,3700.9181086666704,11.4,576,0,288
577,3561.6847973333292,11.2,577,1,289
578,3791.9658373333295,11.0,578,2,290
579,3674.5477920000003,10.9,579,3,291
580,3494.4644340000004,10.8,580,4,292
581,3309.6179366666697,11.05,581,5,293
582,3146.47602733333,11.3,582,6,294
583,3022.60697,11.4,583,7,295
584,2966.82436933333,11.5,584,8,296
585,2959.37369933333,11.4,585,9,297
586,2955.04998666667,11.3,586,10,298
587,2918.56586066667,11.6,587,11,299
588,3019.9117006666697,11.9,588,12,300
589,3130.1407233333302,12.2,589,13,301
590,3108.74951933333,12.5,590,14,302
591,3171.87431333333,13.45,591,15,303
592,3200.9574446666697,14.4,592,16,304
593,3303.8274539999998,15.15,593,17,305
594,3397.1610579999997,15.9,594,18,306
595,3458.1803520000003,16.05,595,19,307
596,3483.72787466667,16.2,596,20,308
597,3510.77702666667,16.55,597,21,309
598,3484.29636866667,16.9,598,22,310
599,3497.53703466667,17.7,599,23,311
600,3467.56094333333,18.5,600,24,312
601,3418.530344,18.75,601,25,313
602,3422.74050466667,19.0,602,26,314
603,3388.4909373333303,18.7,603,27,315
604,3380.0794200000005,18.4,604,28,316
605,3385.1659,18.2,605,29,317
606,3414.3936766666698,18.0,606,30,318
607,3435.24368466667,17.65,607,31,319
608,3478.53630733333,17.3,608,32,320
609,3504.71189466667,16.95,609,33,321
610,3542.526104,16.6,610,34,322
611,3510.48529933333,16.35,611,35,323
612,3467.4470340000003,16.1,612,36,324
613,3460.6070299999997,15.65,613,37,325
614,3486.00414866667,15.2,614,38,326
615,3565.9413600000003,14.9,615,39,327
616,3656.2698713333293,14.6,616,40,328
617,3641.2292193333296,14.15,617,41,329
618,3565.810938,13.7,618,42,330
619,3476.44468533333,13.7,619,43,331
620,3431.74652666667,13.7,620,44,332
621,3397.6334939999997,13.05,621,45,333
622,3764.7178793333296,12.4,622,46,334
623,3778.4231213333296,12.3,623,47,335
624,3723.0673899999997,12.2,624,0,0
625,3589.073176,11.8,625,1,1
626,3867.4439380000003,11.4,626,2,2
627,3758.6755106666706,11.05,627,3,3
628,3594.9083166666705,10.7,628,4,4
629,3382.79765533333,10.3,629,5,5
630,3283.664176,9.9,630,6,6
631,3210.13159733333,9.85,631,7,7
632,3246.061472,9.8,632,8,8
633,3336.21494933333,9.7,633,9,9
634,3571.4123240000004,9.6,634,10,10
635,3815.9939266666706,10.4,635,11,11
636,4157.10453666667,11.2,636,12,12
637,4459.63833333333,12.6,637,13,13
638,4402.76338133333,14.0,638,14,14
639,4463.886747333329,14.95,639,15,15
640,4501.37511266667,15.9,640,16,16
641,4528.97428666667,16.3,641,17,17
642,4526.61939066667,16.7,642,18,18
643,4554.306897333329,17.15,643,19,19
644,4591.123800666671,17.6,644,20,20
645,4589.0001793333295,18.05,645,21,21
646,4602.874642,18.5,646,22,22
647,4587.9106886666705,19.15,647,23,23
648,4623.72640933333,19.8,648,24,24
649,4639.47301133333,20.05,649,25,25
650,4639.239032666671,20.3,650,26,26
651,4636.888194666671,20.6,651,27,27
652,4581.0486326666705,20.9,652,28,28
653,4602.72834666667,21.3,653,29,29
654,4588.28512133333,21.7,654,30,30
655,4600.28906466667,21.75,655,31,31
656,4558.017668666671,21.8,656,32,32
657,4522.964100666671,21.8,657,33,33
658,4384.349048,21.8,658,34,34
659,4235.39399,21.55,659,35,35
660,4114.49131466667,21.3,660,36,36
661,3990.6032873333293,20.6,661,37,37
662,3980.1663106666706,19.9,662,38,38
663,4076.7139939999997,19.35,663,39,39
664,4101.440171333329,18.8,664,40,40
665,4042.1885159999997,18.5,665,41,41
666,3875.4793560000003,18.2,666,42,42
667,3740.7407213333295,17.95,667,43,43
668,3657.0154986666707,17.7,668,44,44
669,3629.4822659999995,17.55,669,45,45
670,4028.8841673333295,17.4,670,46,46
671,4055.00274,17.3,671,47,47
672,3917.8625693333292,17.2,672,0,48
673,3777.7796033333293,16.95,673,1,49
674,4027.0806366666707,16.7,674,2,50
675,3897.1533246666704,16.5,675,3,51
676,3685.3470853333297,16.3,676,4,52
677,3460.3582986666697,16.35,677,5,53
678,3360.8413479999995,16.4,678,6,54
679,3286.52333733333,16.25,679,7,55
680,3297.54932133333,16.1,680,8,56
681,3366.6041560000003,15.95,681,9,57
682,3635.6038646666707,15.8,682,10,58
683,3901.9441053333294,15.9,683,11,59
684,4279.17304666667,16.0,684,12,60
685,4559.51873933333,16.05,685,13,61
686,4479.196484,16.1,686,14,62
687,4525.002664,16.4,687,15,63
688,4615.094285333329,16.7,688,16,64
689,4630.208082666671,16.6,689,17,65
690,4688.66654533333,16.5,690,18,66
691,4699.245385333329,16.7,691,19,67
692,4751.672032666671,16.9,692,20,68
693,4728.87844933333,17.5,693,21,69
694,4712.68177533333,18.1,694,22,70
695,4683.74141133333,18.45,695,23,71
696,4710.372294,18.8,696,24,72
