"","date","ftse100"
"77",1984-07-24,-0.0052578362
"78",1984-07-25,0.0227688555
"79",1984-07-26,-0.006658716
"80",1984-07-27,-0.0025012506
"81",1984-07-30,-0.0018054162
"82",1984-07-31,0.0143689711
"83",1984-08-01,0.0223873205
"84",1984-08-02,0.0268384846
"85",1984-08-03,0.0106623891
"86",1984-08-06,-0.015778172
"87",1984-08-07,0.0185922975
"88",1984-08-08,0.0024213075
"89",1984-08-09,0.0039018952
"90",1984-08-10,0.0072182121
"91",1984-08-13,-0.0008269019
"92",1984-08-14,0.004045977
"93",1984-08-15,-0.0185914461
"94",1984-08-16,0.0043859649
"95",1984-08-17,-0.0002787327
"96",1984-08-20,0.0011152416
"97",1984-08-21,0.0134608244
"98",1984-08-22,-0.0102592287
"99",1984-08-23,0.000740398
"100",1984-08-24,0.0035142884
"101",1984-08-28,-0.0005529444
"102",1984-08-29,0.0087597971
"103",1984-08-30,0.0058500914
"104",1984-08-31,0.0047255543
"105",1984-09-03,-0.005065123
"106",1984-09-04,-0.0202727273
"107",1984-09-05,0.0067736847
"108",1984-09-06,0.0151152074
"109",1984-09-07,-0.0044488832
"110",1984-09-10,-0.0041039672
"111",1984-09-11,0.0087912088
"112",1984-09-12,0.0043572985
"113",1984-09-13,0.0039768619
"114",1984-09-14,-0.0054015124
"115",1984-09-17,0.0047067343
"116",1984-09-18,-9.00900900900082e-05
"117",1984-09-19,0.0141454185
"118",1984-09-20,0.0007995736
"119",1984-09-21,0.0023080337
"120",1984-09-24,-0.0106279338
"121",1984-09-25,0.0091307851
"122",1984-09-26,0.0082498004
"123",1984-09-27,0.0081822981
"124",1984-09-28,-0.0073304826
"125",1984-10-01,-0.0205714286
"126",1984-10-02,0.0065523741
"127",1984-10-03,-0.0023185304
"128",1984-10-04,0.0141222739
"129",1984-10-05,0.0022034197
"130",1984-10-08,0.0035177205
"131",1984-10-09,-0.0058715275
"132",1984-10-10,0.0015867419
"133",1984-10-11,0.0036965323
"134",1984-10-12,0.0030690986
"135",1984-10-15,-0.0138998164
"136",1984-10-16,-0.010106383
"137",1984-10-17,-0.0242701057
"138",1984-10-18,0.0155117026
"139",1984-10-19,0.0043383948
"140",1984-10-22,0.0056695464
"141",1984-10-23,0.0139597315
"142",1984-10-24,-0.0045009267
"143",1984-10-25,0.0014184397
"144",1984-10-26,-0.0016820113
"145",1984-10-29,0.0088676066
"146",1984-10-30,0.0138876681
"147",1984-10-31,-0.0044213264
"148",1984-11-01,0.0183733891
"149",1984-11-02,-0.0016246259
"150",1984-11-05,-0.0001712915
"151",1984-11-06,-0.0047969848
"152",1984-11-07,-0.0092098468
"153",1984-11-08,0.003474937
"154",1984-11-09,0.0087438317
"155",1984-11-12,0.0085822176
"156",1984-11-13,0.0013614704
"157",1984-11-14,0.0022093814
"158",1984-11-15,-0.0127183314
"159",1984-11-16,0.0016317417
"160",1984-11-19,-0.0018863071
"161",1984-11-20,-0.0008590327
"162",1984-11-21,0.0053305821
"163",1984-11-22,-0.0135123578
"164",1984-11-23,0.0091894235
"165",1984-11-26,0.0027489047
"166",1984-11-27,0.013278506
"167",1984-11-28,0.0013527224
"168",1984-11-29,0.0017730496
"169",1984-11-30,0.001179941
"170",1984-12-03,0.004461655
"171",1984-12-04,-0.011565538
"172",1984-12-05,-0.0036459217
"173",1984-12-06,0.0034039656
"174",1984-12-07,0.0105164956
"175",1984-12-10,0.0067142258
"176",1984-12-11,-0.0030846186
"177",1984-12-12,-0.0057701957
"178",1984-12-13,0.0112709227
"179",1984-12-14,0.0113116527
"180",1984-12-17,-0.0017271157
"181",1984-12-18,0.0071675729
"182",1984-12-19,-0.0069529652
"183",1984-12-20,-0.0074958814
"184",1984-12-21,0.0003319778
"185",1984-12-24,0.0011615365
"186",1984-12-27,0.0033976962
"187",1984-12-28,0.0151965643
"188",1984-12-31,0.000894891
"189",1985-01-02,-0.0179630984
"190",1985-01-03,-0.0028968714
"191",1985-01-04,0.0070556985
"192",1985-01-07,0.0245631388
"193",1985-01-08,0.0045052293
"194",1985-01-09,0.0100112126
"195",1985-01-10,0.0033304258
"196",1985-01-11,-0.0199162254
"197",1985-01-14,-0.0133860173
"198",1985-01-15,0.011687781
"199",1985-01-16,0.0152690257
"200",1985-01-17,0.0053314236
"201",1985-01-18,0.0129016938
"202",1985-01-21,0.0134406502
"203",1985-01-22,-0.0106407587
"204",1985-01-23,0.0007793625
"205",1985-01-24,-0.007865431
"206",1985-01-25,-0.0003924647
"207",1985-01-28,-0.0129564193
"208",1985-01-29,0.0085918854
"209",1985-01-30,0.0099384761
"210",1985-01-31,-0.0040612309
"211",1985-02-01,-0.0127823087
"212",1985-02-04,0.0138215903
"213",1985-02-05,0.0043876831
"214",1985-02-06,0.0024182854
"215",1985-02-07,0.0103501946
"216",1985-02-08,-0.0052376184
"217",1985-02-11,-0.006271777
"218",1985-02-12,-0.0088826554
"219",1985-02-13,0.0166666667
"220",1985-02-14,-0.0072687906
"221",1985-02-15,-0.0039725814
"222",1985-02-18,-0.0086024869
"223",1985-02-19,0.0074150035
"224",1985-02-20,-0.0023490721
"225",1985-02-21,0.0003924339
"226",1985-02-22,-0.0065118469
"227",1985-02-25,-0.0048171839
"228",1985-02-26,0.0009522298
"229",1985-02-27,-0.0025368638
"230",1985-02-28,-0.0011921793
"231",1985-03-01,0.0051722766
"232",1985-03-04,-0.0007916403
"233",1985-03-05,0.0119632388
"234",1985-03-06,0.0061066312
"235",1985-03-07,0.0004668897
"236",1985-03-08,0.0011666796
"237",1985-03-11,0.0090894966
"238",1985-03-12,-0.0003079529
"239",1985-03-13,-0.0030804775
"240",1985-03-14,0.0053302433
"241",1985-03-15,0.0052251422
"242",1985-03-18,-0.0072618866
"243",1985-03-19,0.003003003
"244",1985-03-20,0.0026101643
"245",1985-03-21,-0.0068147014
"246",1985-03-22,-0.0005396654
"247",1985-03-25,-0.0011570503
"248",1985-03-26,-0.0033979458
"249",1985-03-27,-0.0028671058
"250",1985-03-28,-0.002020516
"251",1985-03-29,-0.0058402118
"252",1985-04-01,0.0030547505
"253",1985-04-02,0.0022645635
"254",1985-04-03,-0.0052980132
"255",1985-04-04,-0.0005482886
"256",1985-04-09,-0.0039968652
"257",1985-04-10,0.0020457943
"258",1985-04-11,-0.0054966627
"259",1985-04-12,0.0124753257
"260",1985-04-15,0.0077984871
"261",1985-04-16,-0.0010833398
"262",1985-04-17,0.0123944535
"263",1985-04-18,-0.0030606779
"264",1985-04-19,-0.0026095633
"265",1985-04-22,-0.0094651789
"266",1985-04-23,-0.0020975761
"267",1985-04-24,0.0018684313
"268",1985-04-25,0.0059056648
"269",1985-04-26,-0.0013132484
"270",1985-04-29,-0.0062654703
"271",1985-04-30,0.0070055266
"272",1985-05-01,0.0051016464
"273",1985-05-02,0.0073060063
"274",1985-05-03,0.003282944
"275",1985-05-07,-0.0071531847
"276",1985-05-08,-0.0004598758
"277",1985-05-09,0.0032972932
"278",1985-05-10,0.0067257719
"279",1985-05-13,0.0127543274
"280",1985-05-14,-0.0049475262
"281",1985-05-15,0.011827633
"282",1985-05-16,-0.0053607326
"283",1985-05-17,-0.0104049704
"284",1985-05-20,0.0116490166
"285",1985-05-21,-0.0035142814
"286",1985-05-22,-0.001050499
"287",1985-05-23,-0.0058589349
"288",1985-05-24,-0.0036267473
"289",1985-05-28,-0.0009858194
"290",1985-05-29,-0.004250797
"291",1985-05-30,0.0029730142
"292",1985-05-31,7.60051683513788e-05
"293",1985-06-03,0.0066119471
"294",1985-06-04,0.0085315213
"295",1985-06-05,-0.0029944602
"296",1985-06-06,-0.0072082895
"297",1985-06-07,-0.0091514143
"298",1985-06-10,-0.0063353942
"299",1985-06-11,0.0044553695
"300",1985-06-12,-0.0175130009
"301",1985-06-13,-0.0124542695
"302",1985-06-14,0.0077244423
"303",1985-06-17,0.0047712163
"304",1985-06-18,-0.000311381
"305",1985-06-19,-0.0019467373
"306",1985-06-20,-0.005773582
"307",1985-06-21,-0.0060425332
"308",1985-06-24,-0.0045002369
"309",1985-06-25,-0.0135617416
"310",1985-06-26,-0.0063515035
"311",1985-06-27,0.0040456348
"312",1985-06-28,-0.0088645338
"313",1985-07-01,0.0176437109
"314",1985-07-02,-0.002077341
"315",1985-07-03,-0.0107285829
"316",1985-07-04,0.0200712205
"317",1985-07-05,-0.002935576
"318",1985-07-08,-0.000159147
"319",1985-07-09,-0.018304815
"320",1985-07-10,0.0017024726
"321",1985-07-11,0.003318226
"322",1985-07-12,-0.0064531742
"323",1985-07-15,0.0129089876
"324",1985-07-16,0.0004809234
"325",1985-07-17,0.0017625381
"326",1985-07-18,-0.0020793346
"327",1985-07-19,0.0045680397
"328",1985-07-22,-0.0126844834
"329",1985-07-23,-0.0008888171
"330",1985-07-24,-0.0012939749
"331",1985-07-25,-0.014171188
"332",1985-07-26,0.021274848
"333",1985-07-29,0.0036998311
"334",1985-07-30,0.0024841734
"335",1985-07-31,0.0165467626
"336",1985-08-01,0.0085712039
"337",1985-08-02,-0.0031966318
"338",1985-08-05,-0.0057880329
"339",1985-08-06,0.0064511053
"340",1985-08-07,0.0079731103
"341",1985-08-08,-0.0044978674
"342",1985-08-09,-0.0020253953
"343",1985-08-12,0.0056201702
"344",1985-08-13,-0.0023286502
"345",1985-08-14,0.0064576363
"346",1985-08-15,0.0043290043
"347",1985-08-16,-0.000692734
"348",1985-08-19,0.0009242856
"349",1985-08-20,0.0063101193
"350",1985-08-21,0.0035176264
"351",1985-08-22,-0.0030480835
"352",1985-08-23,0.0020637468
"353",1985-08-27,-0.0022120519
"354",1985-08-28,0.0045868053
"355",1985-08-29,0.0128605129
"356",1985-08-30,0.0030803907
"357",1985-09-02,0.0050183507
"358",1985-09-03,-0.0049187658
"359",1985-09-04,-0.008687837
"360",1985-09-05,-0.0010577214
"361",1985-09-06,0.008243836
"362",1985-09-09,-0.0120771135
"363",1985-09-10,-0.0077448747
"364",1985-09-11,-0.0030609122
"365",1985-09-12,0.0079828063
"366",1985-09-13,-0.0102040816
"367",1985-09-16,0.0010001539
"368",1985-09-17,-0.0075320882
"369",1985-09-18,0.0061178657
"370",1985-09-19,0.0038485222
"371",1985-09-20,-0.0130348106
"372",1985-09-23,0.0042728403
"373",1985-09-24,-0.0105979732
"374",1985-09-25,-0.0050820954
"375",1985-09-26,0.0033791749
"376",1985-09-27,0.0048558897
"377",1985-09-30,0.0076383476
"378",1985-10-01,0.0036355198
"379",1985-10-02,0.0043159923
"380",1985-10-03,0.0026859028
"381",1985-10-04,0.0064288994
"382",1985-10-07,-0.0088212928
"383",1985-10-08,-0.0013042811
"384",1985-10-09,0.0081431974
"385",1985-10-10,0.0032766898
"386",1985-10-11,0.0080510406
"387",1985-10-14,-0.0030892104
"388",1985-10-15,-0.0044592245
"389",1985-10-16,0.0130580018
"390",1985-10-17,-0.003147482
"391",1985-10-18,0.0079687265
"392",1985-10-21,-0.0014916468
"393",1985-10-22,-0.0018673439
"394",1985-10-23,0.008156851
"395",1985-10-24,0.0017072447
"396",1985-10-25,0.0012597258
"397",1985-10-28,-0.0031823564
"398",1985-10-29,0.0177444502
"399",1985-10-30,0.0011672016
"400",1985-10-31,-0.0002185952
"401",1985-11-01,0.0067779316
"402",1985-11-04,0.0044882004
"403",1985-11-05,-0.0026664745
"404",1985-11-06,0.0091769637
"405",1985-11-07,-0.0133180581
"406",1985-11-08,0.0088534107
"407",1985-11-11,-0.0040281974
"408",1985-11-12,0.0010833454
"409",1985-11-13,0.0064208932
"410",1985-11-14,-0.0027956989
"411",1985-11-15,0.0134425994
"412",1985-11-18,-0.0031210101
"413",1985-11-19,0.0106019639
"414",1985-11-20,0.0045060903
"415",1985-11-21,0.0189948833
"416",1985-11-22,0.0028889806
"417",1985-11-25,-0.0061042524
"418",1985-11-26,-0.0115934028
"419",1985-11-27,0.0104726663
"420",1985-11-28,-0.01340427
"421",1985-11-29,0.0081938511
"422",1985-12-02,-0.0193109197
"423",1985-12-03,0.0032582519
"424",1985-12-04,-0.0103078226
"425",1985-12-05,-0.0055642745
"426",1985-12-06,0.0036585366
"427",1985-12-09,-0.003716675
"428",1985-12-10,-0.009541574
"429",1985-12-11,0.0034767492
"430",1985-12-12,-0.0072181319
"431",1985-12-13,0.0075614367
"432",1985-12-16,-0.0061336412
"433",1985-12-17,-0.0086400929
"434",1985-12-18,0.0139153362
"435",1985-12-19,0.0035394395
"436",1985-12-20,-0.0038868495
"437",1985-12-23,0.0037574969
"438",1985-12-24,0.0026635951
"439",1985-12-27,0.0071079839
"440",1985-12-30,0.00791331
"441",1985-12-31,-0.0011317018
"442",1986-01-02,0.0057357315
"443",1986-01-03,0.010983595
"444",1986-01-06,-0.01121248
"445",1986-01-07,-0.0007043246
"446",1986-01-08,-0.0274175359
"447",1986-01-09,0.0021740706
"448",1986-01-10,0.0104129004
"449",1986-01-13,-0.0181779145
"450",1986-01-14,-0.0003644581
"451",1986-01-15,0.018448301
"452",1986-01-16,-0.0017183361
"453",1986-01-17,-0.0025819408
"454",1986-01-20,-0.0160350902
"455",1986-01-21,0.0040192926
"456",1986-01-22,0.0096804717
"457",1986-01-23,0.0009371396
"458",1986-01-24,0.0054015124
"459",1986-01-27,0.012965616
"460",1986-01-28,0.0096881409
"461",1986-01-29,-0.0050427231
"462",1986-01-30,0.0049978882
"463",1986-01-31,0.0026616236
"464",1986-02-03,-0.0054488299
"465",1986-02-04,0.0053382033
"466",1986-02-05,-0.0048207923
"467",1986-02-06,0.0054057849
"468",1986-02-07,0.014873263
"469",1986-02-10,0.0061235723
"470",1986-02-11,-0.006838542
"471",1986-02-12,0.0095710253
"472",1986-02-13,0.0078434047
"473",1986-02-14,0.0026392367
"474",1986-02-17,-0.0006074514
"475",1986-02-18,0.0128993044
"476",1986-02-19,-0.0082010935
"477",1986-02-20,0.0066554622
"478",1986-02-21,0.018164819
"479",1986-02-24,0.0014430014
"480",1986-02-25,-0.0049122347
"481",1986-02-26,0.017178964
"482",1986-02-27,0.0052413615
"483",1986-02-28,-0.0053427744
"484",1986-03-03,-0.0098369143
"485",1986-03-04,0.0190849673
"486",1986-03-05,0.0095561827
"487",1986-03-06,-0.0030493615
"488",1986-03-07,0.00356847
"489",1986-03-10,0.0013969141
"490",1986-03-11,0.0323378353
"491",1986-03-12,-0.0049751244
"492",1986-03-13,-0.0012962963
"493",1986-03-14,0.0104456394
"494",1986-03-17,-0.0107658429
"495",1986-03-18,0.0266510017
"496",1986-03-19,0.0093356622
"497",1986-03-20,0.0083542189
"498",1986-03-21,-0.0052668955
"499",1986-03-24,-0.0156463799
"500",1986-03-25,-0.0013900641
"501",1986-03-26,0.0087756461
"502",1986-03-27,0.002699784
"503",1986-04-01,0.0023933465
"504",1986-04-02,0.0247119919
"505",1986-04-03,-0.0081551815
"506",1986-04-04,0.0001174605
"507",1986-04-07,-0.0021140408
"508",1986-04-08,-0.0097098805
"509",1986-04-09,-0.0084977419
"510",1986-04-10,0.0181000899
"511",1986-04-11,-0.0060634603
"512",1986-04-14,-0.0194859038
"513",1986-04-15,0.0076109937
"514",1986-04-16,0.0065343804
"515",1986-04-17,-0.0006551519
"516",1986-04-18,0.0016687526
"517",1986-04-21,-0.0040459332
"518",1986-04-22,-0.0155923293
"519",1986-04-23,-0.0089209856
"520",1986-04-24,-0.0020819301
"521",1986-04-25,-0.0058292937
"522",1986-04-28,0.0092581163
"523",1986-04-29,0.0105797456
"524",1986-04-30,-0.0126475038
"525",1986-05-01,0.008641824
"526",1986-05-02,0.0069271435
"527",1986-05-06,-0.0134572446
"528",1986-05-07,-0.0153535601
"529",1986-05-08,-0.0035410325
"530",1986-05-09,-0.0006234414
"531",1986-05-12,0.005926388
"532",1986-05-13,-0.0045271318
"533",1986-05-14,-0.0041116372
"534",1986-05-15,-0.0252721131
"535",1986-05-16,0.0067385445
"536",1986-05-19,0.0070759227
"537",1986-05-20,0.0091150779
"538",1986-05-21,-0.0029481872
"539",1986-05-22,0.0142183076
"540",1986-05-23,0.0021090503
"541",1986-05-27,0.0008047044
"542",1986-05-28,0.0032780802
"543",1986-05-29,-0.0083225448
"544",1986-05-30,-0.0026109661
"545",1986-06-02,-0.003241087
"546",1986-06-03,-0.0001250625
"547",1986-06-04,0.0005003127
"548",1986-06-05,0.0109388674
"549",1986-06-06,-0.0020404378
"550",1986-06-09,-0.0182775713
"551",1986-06-10,0.0007573367
"552",1986-06-11,-0.004792836
"553",1986-06-12,-0.0034852037
"554",1986-06-13,0.0111916571
"555",1986-06-16,0.0037102251
"556",1986-06-17,0.0067038406
"557",1986-06-18,0.0123848643
"558",1986-06-19,0.0017827504
"559",1986-06-20,0.0058910162
"560",1986-06-23,-0.0115300146
"561",1986-06-24,0.0059865457
"562",1986-06-25,0.0001226994
"563",1986-06-26,0.0031284505
"564",1986-06-27,0.0012230172
"565",1986-06-30,0.0092835766
"566",1986-07-01,0.0041754917
"567",1986-07-02,-0.0006628902
"568",1986-07-03,-0.0026533197
"569",1986-07-04,-0.0050184413
"570",1986-07-07,-0.0204788527
"571",1986-07-08,-0.0068242447
"572",1986-07-09,0.012805297
"573",1986-07-10,0.0026520291
"574",1986-07-11,-0.0024604786
"575",1986-07-14,-0.0221372634
"576",1986-07-15,0.0017656703
"577",1986-07-16,0.0071761299
"578",1986-07-17,0.0045625
"579",1986-07-18,-0.0189137062
"580",1986-07-21,-0.0083708542
"581",1986-07-22,0.0015348213
"582",1986-07-23,0.0014047634
"583",1986-07-24,-0.0144105082
"584",1986-07-25,-0.0008410429
"585",1986-07-28,-0.0033670034
"586",1986-07-29,0.0126689189
"587",1986-07-30,0.0052607943
"588",1986-07-31,-0.0075946136
"589",1986-08-01,0.0057234727
"590",1986-08-04,-0.0053072447
"591",1986-08-05,0.0011571098
"592",1986-08-06,-0.012841916
"593",1986-08-07,-0.0020814362
"594",1986-08-08,-0.0087341937
"595",1986-08-11,0.0220278801
"596",1986-08-12,0.0079778679
"597",1986-08-13,0.0097019212
"598",1986-08-14,0.0041089829
"599",1986-08-15,0.0129690254
"600",1986-08-18,0.0005593536
"601",1986-08-19,-0.0077023418
"602",1986-08-20,0.0112676056
"603",1986-08-21,-0.0076756422
"604",1986-08-22,0.0020585116
"605",1986-08-26,0.0136329681
"606",1986-08-27,0.0021494811
"607",1986-08-28,0.0041058953
"608",1986-08-29,0.0102532804
"609",1986-09-01,0.0118407539
"610",1986-09-02,-0.0081795928
"611",1986-09-03,0.0086684325
"612",1986-09-04,0.0106230604
"613",1986-09-05,-0.0074997047
"614",1986-09-08,-0.0116618076
"615",1986-09-09,0.00842815
"616",1986-09-10,-0.0111635126
"617",1986-09-11,-0.0260806568
"618",1986-09-12,-0.0009918175
"619",1986-09-15,0.008624969
"620",1986-09-16,-0.0101507229
"621",1986-09-17,0.0017402113
"622",1986-09-18,-0.0075691773
"623",1986-09-19,0.001687922
"624",1986-09-22,0.0149160582
"625",1986-09-23,-0.0114377075
"626",1986-09-24,-0.0037944762
"627",1986-09-25,-0.0229784577
"628",1986-09-26,-0.0014699303
"629",1986-09-29,-0.0128648233
"630",1986-09-30,0.0121247488
"631",1986-10-01,0.0114670083
"632",1986-10-02,-0.007600228
"633",1986-10-03,-0.0023613504
"634",1986-10-06,0.0104912999
"635",1986-10-07,0.0062674095
"636",1986-10-08,0.0011324316
"637",1986-10-09,0.0087978382
"638",1986-10-10,-0.0047966112
"639",1986-10-13,0.0098898348
"640",1986-10-14,-0.0149993802
"641",1986-10-15,0.0142839164
"642",1986-10-16,-0.0046528941
"643",1986-10-17,0.0059212167
"644",1986-10-20,-0.0169155462
"645",1986-10-21,0.0044119501
"646",1986-10-22,-0.0043298193
"647",1986-10-23,-0.0076258902
"648",1986-10-24,0.0055252128
"649",1986-10-27,0.0018947767
"650",1986-10-28,0.0017651138
"651",1986-10-29,0.0049084387
"652",1986-10-30,0.0204771745
"653",1986-10-31,0.0058910162
"654",1986-11-03,-0.0020131772
"655",1986-11-04,-0.0042789902
"656",1986-11-05,0.0163300387
"657",1986-11-06,0.0003020236
"658",1986-11-07,0.0050724638
"659",1986-11-10,-0.0053472723
"660",1986-11-11,0.0050135911
"661",1986-11-12,-0.0127419161
"662",1986-11-13,-0.0030439547
"663",1986-11-14,-0.0028700537
"664",1986-11-17,-0.0025108702
"665",1986-11-18,-0.0147347741
"666",1986-11-19,0.0059197408
"667",1986-11-20,0.0005575172
"668",1986-11-21,0.0124442793
"669",1986-11-24,-0.0034244481
"670",1986-11-25,-0.0061360987
"671",1986-11-26,0.0109896894
"672",1986-11-27,-0.0029923664
"673",1986-11-28,0.0031851035
"674",1986-12-01,-0.0103797778
"675",1986-12-02,0.0039486673
"676",1986-12-03,-0.0106317601
"677",1986-12-04,-0.000372694
"678",1986-12-05,0.002734108
"679",1986-12-08,0.0095432856
"680",1986-12-09,0.0024553434
"681",1986-12-10,0.003612761
"682",1986-12-11,-0.0007931666
"683",1986-12-12,-0.0021982048
"684",1986-12-15,0.0006119577
"685",1986-12-16,0.0026298086
"686",1986-12-17,-0.0047578382
"687",1986-12-18,-0.0028193185
"688",1986-12-19,0.0081745544
"689",1986-12-22,0.0066451259
"690",1986-12-23,0.0059350775
"691",1986-12-24,0.0071643588
"692",1986-12-29,-0.0029290454
"693",1986-12-30,0.0023381295
"694",1986-12-31,0.0034092948
"695",1987-01-02,0.0033381021
"696",1987-01-05,0.0016040875
"697",1987-01-06,0.0040927694
"698",1987-01-07,0.0242202268
"699",1987-01-08,0.0036336371
"700",1987-01-09,0.0118958681
"701",1987-01-12,0.0007950931
"702",1987-01-13,-0.0074338895
"703",1987-01-14,0.0142358927
"704",1987-01-15,0.0126832018
"705",1987-01-16,-0.005065405
"706",1987-01-19,-5.59471858566277e-05
"707",1987-01-20,-0.0139316287
"708",1987-01-21,-0.0032342261
"709",1987-01-22,0.0151989526
"710",1987-01-23,-0.000168218
"711",1987-01-26,0.0046548146
"712",1987-01-27,0.0111086301
"713",1987-01-28,0.0009937614
"714",1987-01-29,-0.00849374
"715",1987-01-30,0.0132947655
"716",1987-02-02,0.0006587615
"717",1987-02-03,-0.0001097213
"718",1987-02-04,0.0191484692
"719",1987-02-05,0.0091520861
"720",1987-02-06,0.0184582555
"721",1987-02-09,-0.007752344
"722",1987-02-10,-0.0067571134
"723",1987-02-11,0.0138719107
"724",1987-02-12,-0.0188718809
"725",1987-02-13,0.0207843556
"726",1987-02-16,0.0133472913
"727",1987-02-17,0.0153409091
"728",1987-02-18,-0.0073765071
"729",1987-02-19,-0.0033312833
"730",1987-02-20,0.006890523
"731",1987-02-23,-0.0150145549
"732",1987-02-24,0.0155545186
"733",1987-02-25,0.0123551335
"734",1987-02-26,-0.0031267336
"735",1987-02-27,0.0050083472
"736",1987-03-02,-0.006392832
"737",1987-03-03,0.0212776736
"738",1987-03-04,-0.0013393522
"739",1987-03-05,-0.0096363998
"740",1987-03-06,-0.0023071522
"741",1987-03-09,-0.0104061934
"742",1987-03-10,0.0136144272
"743",1987-03-11,-0.0108254398
"744",1987-03-12,0.0120079039
"745",1987-03-13,0.0007509763
"746",1987-03-16,-0.0037020361
"747",1987-03-17,0.0128044188
"748",1987-03-18,-0.0138324244
"749",1987-03-19,0.0065356191
"750",1987-03-20,0.0047450177
"751",1987-03-23,0.0188407238
"752",1987-03-24,0.0010734325
"753",1987-03-25,-0.0148657211
"754",1987-03-26,0.0094993073
"755",1987-03-27,0.00112723
"756",1987-03-30,-0.0235472659
"757",1987-03-31,0.0012533841
"758",1987-04-01,-0.0051574783
"759",1987-04-02,-0.005486209
"760",1987-04-03,0.0036439091
"761",1987-04-06,0.0021683223
"762",1987-04-07,-0.0090570595
"763",1987-04-08,0.0038590434
"764",1987-04-09,-0.0092564492
"765",1987-04-10,-0.0171031807
"766",1987-04-13,-0.0092457926
"767",1987-04-14,0.0097514942
"768",1987-04-15,0.0031671859
"769",1987-04-16,0.0096785881
"770",1987-04-21,0.0030244002
"771",1987-04-22,-0.0041396228
"772",1987-04-23,0.0172944678
"773",1987-04-24,0.0063562528
"774",1987-04-27,0.0012030678
"775",1987-04-28,0.0155710209
"776",1987-04-29,0.0037467955
"777",1987-04-30,0.0139489194
"778",1987-05-01,0.0045533811
"779",1987-05-05,0.0012055164
"780",1987-05-06,0.0031305688
"781",1987-05-07,0.0075379297
"782",1987-05-08,0.0275911365
"783",1987-05-11,-0.0063531812
"784",1987-05-12,0.0100807393
"785",1987-05-13,0.0009702906
"786",1987-05-14,0.0097858198
"787",1987-05-15,-0.0037484001
"788",1987-05-18,0.0083050381
"789",1987-05-19,-0.0030489192
"790",1987-05-20,-0.0047014789
"791",1987-05-21,-0.0063288237
"792",1987-05-22,0.0011999815
"793",1987-05-26,-0.0064536947
"794",1987-05-27,-0.0022734654
"795",1987-05-28,0.0126023065
"796",1987-05-29,0.0149253731
"797",1987-06-01,0.0094570136
"798",1987-06-02,-0.0117441391
"799",1987-06-03,0.0129722865
"800",1987-06-04,0.0001343304
"801",1987-06-05,-0.0014326648
"802",1987-06-08,0.006276901
"803",1987-06-09,0.009891285
"804",1987-06-10,0.0004411894
"805",1987-06-11,0.0115099665
"806",1987-06-12,0.003269826
